2018-09-10 18:14:35,312 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-09-30 21:30:04,270 utils.py [django.db.backends:91] [DEBUG]- (0.020) UPDATE `django_session` SET `session_data` = 'NzliYTE3NmYyM2VhY2FlNDBlMzc1YmE0NmQwOGU0ZWE0ZGZjZmFkNDp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9pZCI6IjEifQ==', `expire_date` = '2018-10-14 21:30:04' WHERE `django_session`.`session_key` = 'chnc2f34e32ac9836d93c4c40078e653'; args=(u'NzliYTE3NmYyM2VhY2FlNDBlMzc1YmE0NmQwOGU0ZWE0ZGZjZmFkNDp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9pZCI6IjEifQ==', u'2018-10-14 21:30:04', 'chnc2f34e32ac9836d93c4c40078e653')
2018-09-30 21:30:04,528 utils.py [django.db.backends:91] [DEBUG]- (0.021) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-30 21:30:04,552 utils.py [django.db.backends:91] [DEBUG]- (0.024) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'chnc2f34e32ac9836d93c4c40078e653' AND `django_session`.`expire_date` > '2018-09-30 21:30:04'); args=('chnc2f34e32ac9836d93c4c40078e653', u'2018-09-30 21:30:04')
2018-09-30 21:30:04,573 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'chnc2f34e32ac9836d93c4c40078e653' LIMIT 1; args=('chnc2f34e32ac9836d93c4c40078e653',)
2018-09-30 21:30:04,594 utils.py [django.db.backends:91] [DEBUG]- (0.019) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0gusuctf8iioi3uknw25i7uz56kpkzp' AND `django_session`.`expire_date` > '2018-09-30 21:30:04'); args=(u'i0gusuctf8iioi3uknw25i7uz56kpkzp', u'2018-09-30 21:30:04')
2018-09-30 21:30:04,618 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-30 21:30:04,664 utils.py [django.db.backends:91] [DEBUG]- (0.024) UPDATE `django_session` SET `session_data` = 'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', `expire_date` = '2018-10-14 21:30:04' WHERE `django_session`.`session_key` = 'chnc2f34e32ac9836d93c4c40078e653'; args=(u'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', u'2018-10-14 21:30:04', 'chnc2f34e32ac9836d93c4c40078e653')
2018-09-30 21:30:04,746 utils.py [django.db.backends:91] [DEBUG]- (0.021) UPDATE `django_session` SET `session_data` = 'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', `expire_date` = '2018-10-14 21:30:04' WHERE `django_session`.`session_key` = 'chnc2f34e32ac9836d93c4c40078e653'; args=(u'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', u'2018-10-14 21:30:04', 'chnc2f34e32ac9836d93c4c40078e653')
2018-09-30 21:30:49,460 utils.py [django.db.backends:91] [DEBUG]- (0.019) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-30 21:30:49,480 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0gusuctf8iioi3uknw25i7uz56kpkzp' AND `django_session`.`expire_date` > '2018-09-30 21:30:49'); args=('i0gusuctf8iioi3uknw25i7uz56kpkzp', u'2018-09-30 21:30:49')
2018-09-30 21:30:49,503 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-30 21:30:49,525 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce' AND `django_session`.`expire_date` > '2018-09-30 21:30:49'); args=('chne8fb71f78d5ed88a5b9b19d0b7bce', u'2018-09-30 21:30:49')
2018-09-30 21:30:49,546 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce' LIMIT 1; args=('chne8fb71f78d5ed88a5b9b19d0b7bce',)
2018-09-30 21:30:49,585 utils.py [django.db.backends:91] [DEBUG]- (0.020) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('chne8fb71f78d5ed88a5b9b19d0b7bce', 'OWRkMTU0OGIzNjBjNjNhOWJkMWE4ZWQ5NDhlZDY0NDdmZmRlMGFkMTp7fQ==', '2018-10-14 21:30:49'); args=('chne8fb71f78d5ed88a5b9b19d0b7bce', u'OWRkMTU0OGIzNjBjNjNhOWJkMWE4ZWQ5NDhlZDY0NDdmZmRlMGFkMTp7fQ==', u'2018-10-14 21:30:49')
2018-09-30 21:30:49,648 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-30 21:30:49,670 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `accounts_userprofile`.`id`, `accounts_userprofile`.`user_id`, `accounts_userprofile`.`role`, `accounts_userprofile`.`manage` FROM `accounts_userprofile` WHERE `accounts_userprofile`.`user_id` = 1; args=(1,)
2018-09-30 21:30:49,671 customer.py [django:40] [INFO]- user: phexus_sa | [websocket]127.0.0.1 is requesting. /saltstack/command/deploy
2018-09-30 21:30:49,713 utils.py [django.db.backends:91] [DEBUG]- (0.021) UPDATE `django_session` SET `session_data` = 'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', `expire_date` = '2018-10-14 21:30:49' WHERE `django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce'; args=(u'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', u'2018-10-14 21:30:49', 'chne8fb71f78d5ed88a5b9b19d0b7bce')
2018-09-30 21:30:49,796 utils.py [django.db.backends:91] [DEBUG]- (0.020) UPDATE `django_session` SET `session_data` = 'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', `expire_date` = '2018-10-14 21:30:49' WHERE `django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce'; args=(u'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', u'2018-10-14 21:30:49', 'chne8fb71f78d5ed88a5b9b19d0b7bce')
2018-09-30 21:30:50,062 utils.py [django.db.backends:91] [DEBUG]- (0.020) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-30 21:30:50,082 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce' AND `django_session`.`expire_date` > '2018-09-30 21:30:49'); args=('chne8fb71f78d5ed88a5b9b19d0b7bce', u'2018-09-30 21:30:49')
2018-09-30 21:30:50,105 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce' LIMIT 1; args=('chne8fb71f78d5ed88a5b9b19d0b7bce',)
2018-09-30 21:30:50,127 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0gusuctf8iioi3uknw25i7uz56kpkzp' AND `django_session`.`expire_date` > '2018-09-30 21:30:50'); args=(u'i0gusuctf8iioi3uknw25i7uz56kpkzp', u'2018-09-30 21:30:50')
2018-09-30 21:30:50,148 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-30 21:30:50,170 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `accounts_userprofile`.`id`, `accounts_userprofile`.`user_id`, `accounts_userprofile`.`role`, `accounts_userprofile`.`manage` FROM `accounts_userprofile` WHERE `accounts_userprofile`.`user_id` = 1; args=(1,)
2018-09-30 21:31:05,615 saltapi.py [django:68] [INFO]- [u'YS_NG_HK_44_202'] "nginx.conf_dev": 200
2018-09-30 21:31:05,657 utils.py [django.db.backends:91] [DEBUG]- (0.021) UPDATE `django_session` SET `session_data` = 'NzliYTE3NmYyM2VhY2FlNDBlMzc1YmE0NmQwOGU0ZWE0ZGZjZmFkNDp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9pZCI6IjEifQ==', `expire_date` = '2018-10-14 21:31:05' WHERE `django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce'; args=(u'NzliYTE3NmYyM2VhY2FlNDBlMzc1YmE0NmQwOGU0ZWE0ZGZjZmFkNDp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9pZCI6IjEifQ==', u'2018-10-14 21:31:05', 'chne8fb71f78d5ed88a5b9b19d0b7bce')
2018-09-30 21:31:05,740 utils.py [django.db.backends:91] [DEBUG]- (0.021) UPDATE `django_session` SET `session_data` = 'NzliYTE3NmYyM2VhY2FlNDBlMzc1YmE0NmQwOGU0ZWE0ZGZjZmFkNDp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9pZCI6IjEifQ==', `expire_date` = '2018-10-14 21:31:05' WHERE `django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce'; args=(u'NzliYTE3NmYyM2VhY2FlNDBlMzc1YmE0NmQwOGU0ZWE0ZGZjZmFkNDp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9pZCI6IjEifQ==', u'2018-10-14 21:31:05', 'chne8fb71f78d5ed88a5b9b19d0b7bce')
2018-09-30 21:31:05,963 utils.py [django.db.backends:91] [DEBUG]- (0.020) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-30 21:31:05,984 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce' AND `django_session`.`expire_date` > '2018-09-30 21:31:05'); args=('chne8fb71f78d5ed88a5b9b19d0b7bce', u'2018-09-30 21:31:05')
2018-09-30 21:31:06,006 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce' LIMIT 1; args=('chne8fb71f78d5ed88a5b9b19d0b7bce',)
2018-09-30 21:31:06,029 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0gusuctf8iioi3uknw25i7uz56kpkzp' AND `django_session`.`expire_date` > '2018-09-30 21:31:06'); args=(u'i0gusuctf8iioi3uknw25i7uz56kpkzp', u'2018-09-30 21:31:06')
2018-09-30 21:31:06,051 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-30 21:31:06,092 utils.py [django.db.backends:91] [DEBUG]- (0.021) UPDATE `django_session` SET `session_data` = 'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', `expire_date` = '2018-10-14 21:31:06' WHERE `django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce'; args=(u'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', u'2018-10-14 21:31:06', 'chne8fb71f78d5ed88a5b9b19d0b7bce')
2018-09-30 21:31:06,174 utils.py [django.db.backends:91] [DEBUG]- (0.021) UPDATE `django_session` SET `session_data` = 'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', `expire_date` = '2018-10-14 21:31:06' WHERE `django_session`.`session_key` = 'chne8fb71f78d5ed88a5b9b19d0b7bce'; args=(u'YzVlODM3NWY3YWI2ZmU1NTQxN2QzMDBiZjNhZDIwNDNhYjQ0MGU4Yzp7InNlc3Npb25pZCI6ImkwZ3VzdWN0ZjhpaW9pM3VrbncyNWk3dXo1Nmtwa3pwIiwiX2F1dGhfdXNlcl9oYXNoIjoiNDJkZTQzMWM0ZmU2OGVhZTBmZTAzZmUxMTQ3NDI4ZmJjYmIxYzlmOSIsIl9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQifQ==', u'2018-10-14 21:31:06', 'chne8fb71f78d5ed88a5b9b19d0b7bce')
2018-09-30 21:31:13,530 utils.py [django.db.backends:91] [DEBUG]- (0.021) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-30 21:31:13,552 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0gusuctf8iioi3uknw25i7uz56kpkzp' AND `django_session`.`expire_date` > '2018-09-30 21:31:13'); args=('i0gusuctf8iioi3uknw25i7uz56kpkzp', u'2018-09-30 21:31:13')
2018-09-30 21:31:13,572 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-30 21:31:13,595 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'chn37a0b8a3a05092add20df3df81db3' AND `django_session`.`expire_date` > '2018-09-30 21:31:13'); args=('chn37a0b8a3a05092add20df3df81db3', u'2018-09-30 21:31:13')
2018-09-30 21:31:13,615 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'chn37a0b8a3a05092add20df3df81db3' LIMIT 1; args=('chn37a0b8a3a05092add20df3df81db3',)
2018-09-30 21:31:13,657 utils.py [django.db.backends:91] [DEBUG]- (0.020) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('chn37a0b8a3a05092add20df3df81db3', 'OWRkMTU0OGIzNjBjNjNhOWJkMWE4ZWQ5NDhlZDY0NDdmZmRlMGFkMTp7fQ==', '2018-10-14 21:31:13'); args=('chn37a0b8a3a05092add20df3df81db3', u'OWRkMTU0OGIzNjBjNjNhOWJkMWE4ZWQ5NDhlZDY0NDdmZmRlMGFkMTp7fQ==', u'2018-10-14 21:31:13')
2018-09-30 21:31:13,717 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-30 21:31:13,740 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `accounts_userprofile`.`id`, `accounts_userprofile`.`user_id`, `accounts_userprofile`.`role`, `accounts_userprofile`.`manage` FROM `accounts_userprofile` WHERE `accounts_userprofile`.`user_id` = 1; args=(1,)
2018-09-30 21:31:13,740 customer.py [django:40] [INFO]- user: phexus_sa | [websocket]127.0.0.1 is requesting. /saltstack/command/deploy
